month,town,flat_type,storey_range,floor_area_sqm,flat_model,remaining_lease,resale_price,Score,region,storey_range_numeric
2020-06,KALLANG/WHAMPOA,4 ROOM,07 TO 09,104.0,Model A,66.0,448000.0,50.16751097,Central,8
2018-05,BUKIT MERAH,5 ROOM,13 TO 15,123.0,Standard,57.5,770000.0,53.0404949,Central,14
2019-07,BUKIT MERAH,3 ROOM,01 TO 03,65.0,Improved,55.5,335000.0,49.87714612,Central,2
2023-09,KALLANG/WHAMPOA,3 ROOM,04 TO 06,68.0,Improved,47.42,385000.0,52.98139106,Central,5
2023-04,KALLANG/WHAMPOA,5 ROOM,22 TO 24,117.0,Standard,52.33,628000.0,47.71325192,Central,23
2021-08,KALLANG/WHAMPOA,3 ROOM,13 TO 15,66.0,Improved,52.0,325000.0,40.90199834,Central,14
2022-07,KALLANG/WHAMPOA,4 ROOM,10 TO 12,85.0,Model A,81.08,583000.0,42.38359187,Central,11
2017-01,BUKIT MERAH,3 ROOM,10 TO 12,67.0,New Generation,61.0,340000.0,38.03075952,Central,11
2018-01,BISHAN,4 ROOM,04 TO 06,104.0,Model A,67.0,610000.0,52.15266684,Central,5
2023-10,BISHAN,4 ROOM,22 TO 24,95.0,DBSS,86.92,1050000.0,43.03290578,Central,23
2020-01,BUKIT MERAH,4 ROOM,25 TO 27,100.0,Model A,85.0,810000.0,55.21654345,Central,26
2023-03,BUKIT MERAH,3 ROOM,04 TO 06,70.0,Improved,52.17,395000.0,41.1498486,Central,5
2021-09,KALLANG/WHAMPOA,4 ROOM,16 TO 18,95.0,DBSS,88.42,845000.0,54.03290578,Central,17
2022-04,TOA PAYOH,5 ROOM,19 TO 21,120.0,Improved,76.58,918000.0,44.21828855,Central,20
2021-03,KALLANG/WHAMPOA,5 ROOM,04 TO 06,114.0,Standard,54.5,520000.0,47.54963043,Central,5
2022-05,BUKIT MERAH,4 ROOM,19 TO 21,92.0,Model A,94.58,800088.0,39.95834912,Central,20
2019-05,TOA PAYOH,3 ROOM,07 TO 09,66.0,Improved,50.17,210000.0,44.84262179,Central,8
2017-12,KALLANG/WHAMPOA,3 ROOM,01 TO 03,81.0,Terrace,53.58,720000.0,38.69041751,Central,2
2017-03,KALLANG/WHAMPOA,4 ROOM,10 TO 12,91.0,Improved,55.83,378000.0,42.26551075,Central,11
2021-04,BISHAN,EXECUTIVE,01 TO 03,155.0,Maisonette,64.25,870000.0,54.93423215,Central,2
2024-03,BUKIT MERAH,4 ROOM,10 TO 12,93.0,Model A,93.75,900888.0,43.02773375,Central,11
2018-12,KALLANG/WHAMPOA,5 ROOM,19 TO 21,105.0,Improved,82.75,635000.0,40.44471352,Central,20
2023-04,TOA PAYOH,4 ROOM,10 TO 12,93.0,Model A,94.33,948888.0,47.02773375,Central,11
2020-11,TOA PAYOH,5 ROOM,16 TO 18,115.0,Improved,79.17,858000.0,47.97527435,Central,17
2020-06,BUKIT MERAH,3 ROOM,16 TO 18,62.0,Model A,94.67,665000.0,55.30729009,Central,17
2022-06,TOA PAYOH,2 ROOM,01 TO 03,43.0,Standard,44.08,242000.0,39.54365797,Central,2
2020-08,BUKIT MERAH,3 ROOM,04 TO 06,65.0,Improved,54.5,290000.0,49.87714612,Central,5
2021-11,KALLANG/WHAMPOA,3 ROOM,04 TO 06,60.0,Standard,46.25,293000.0,40.50053468,Central,5
2021-02,TOA PAYOH,5 ROOM,01 TO 03,122.0,Improved,71.17,620000.0,44.23830473,Central,2
2018-07,KALLANG/WHAMPOA,3 ROOM,04 TO 06,65.0,Improved,54.5,278000.0,44.84745784,Central,5
2019-03,TOA PAYOH,EXECUTIVE,01 TO 03,146.0,Maisonette,66.42,700000.0,45.44336768,Central,2
2017-07,BUKIT MERAH,3 ROOM,04 TO 06,59.0,Standard,52.5,355000.0,46.47568245,Central,5
2018-06,BUKIT MERAH,4 ROOM,13 TO 15,106.0,Model A,77.67,610000.0,43.42503333,Central,14
2024-08,BUKIT TIMAH,4 ROOM,13 TO 15,104.0,Model A,63.92,895000.0,49.19719925,Central,14
2024-06,BUKIT MERAH,3 ROOM,19 TO 21,68.0,Premium Apartment,88.25,745000.0,45.59000066,Central,20
2024-06,KALLANG/WHAMPOA,4 ROOM,19 TO 21,92.0,Model A,95.0,1118000.0,52.00288152,Central,20
2022-02,BUKIT MERAH,4 ROOM,10 TO 12,100.0,Model A,79.0,643000.0,40.17201104,Central,11
2018-07,BUKIT TIMAH,3 ROOM,04 TO 06,76.0,Improved,56.83,495000.0,50.47709157,Central,5
2021-09,KALLANG/WHAMPOA,3 ROOM,01 TO 03,66.0,Improved,58.83,285000.0,41.00590729,Central,2
2021-10,BUKIT MERAH,3 ROOM,01 TO 03,88.0,Standard,50.42,638000.0,48.08704512,Central,2
2022-06,BUKIT MERAH,4 ROOM,01 TO 03,90.0,Model A,85.58,675000.0,42.71567089,Central,2
2022-12,TOA PAYOH,3 ROOM,07 TO 09,67.0,Improved,47.17,325000.0,43.91200643,Central,8
2017-12,TOA PAYOH,3 ROOM,01 TO 03,61.0,Standard,54.08,250000.0,40.61445172,Central,2
2020-01,BUKIT MERAH,4 ROOM,13 TO 15,100.0,Model A,84.75,838000.0,49.21654345,Central,14
2021-11,BUKIT MERAH,3 ROOM,04 TO 06,73.0,New Generation,53.83,388888.0,41.31347009,Central,5
2021-10,BUKIT MERAH,5 ROOM,07 TO 09,135.0,Model A,62.5,765000.0,41.82857809,Central,8
2019-10,BUKIT MERAH,4 ROOM,34 TO 36,89.0,Model A,92.58,825000.0,48.73535108,Central,35
2020-03,KALLANG/WHAMPOA,3 ROOM,04 TO 06,56.0,Standard,49.83,195000.0,40.31206097,Central,5
2018-06,TOA PAYOH,3 ROOM,13 TO 15,68.0,Improved,50.58,275000.0,49.95170278,Central,14
2017-02,KALLANG/WHAMPOA,5 ROOM,40 TO 42,107.0,DBSS,92.0,910000.0,50.68739174,Central,41
2017-08,TOA PAYOH,4 ROOM,34 TO 36,76.0,Model A,90.67,678000.0,52.96694808,Central,35
2021-06,QUEENSTOWN,4 ROOM,13 TO 15,83.0,Premium Apartment,94.25,798000.0,46.45264051,Central,14
2018-04,KALLANG/WHAMPOA,3 ROOM,22 TO 24,71.0,Improved,52.75,368000.0,50.14501255,Central,23
2017-08,QUEENSTOWN,4 ROOM,16 TO 18,90.0,Model A,90.0,720000.0,51.71567089,Central,17
2024-08,TOA PAYOH,4 ROOM,04 TO 06,82.0,Improved,50.83,428000.0,38.80433455,Central,5
2021-06,BUKIT MERAH,3 ROOM,16 TO 18,65.0,Improved,51.17,380088.0,40.83261371,Central,17
2017-08,BUKIT MERAH,3 ROOM,07 TO 09,65.0,Improved,56.75,335000.0,37.86230198,Central,8
2022-03,BUKIT MERAH,3 ROOM,01 TO 03,75.0,Standard,49.83,630000.0,47.37801867,Central,2
2021-01,KALLANG/WHAMPOA,3 ROOM,04 TO 06,65.0,Improved,52.0,285000.0,44.84745784,Central,5
2024-04,TOA PAYOH,5 ROOM,04 TO 06,119.0,Standard,50.33,638000.0,43.80748878,Central,5
2019-05,TOA PAYOH,3 ROOM,10 TO 12,62.0,Standard,52.67,285000.0,42.66899222,Central,11
2024-08,TOA PAYOH,4 ROOM,28 TO 30,93.0,Model A,93.08,1160000.0,47.02773375,Central,29
2019-03,BISHAN,4 ROOM,04 TO 06,104.0,Model A,72.33,515000.0,40.24173166,Central,5
2024-06,BUKIT MERAH,3 ROOM,16 TO 18,65.0,Improved,48.17,368000.0,40.83261371,Central,17
2020-02,BISHAN,4 ROOM,01 TO 03,103.0,Model A,71.5,475000.0,43.18719116,Central,2
2019-10,BUKIT MERAH,3 ROOM,01 TO 03,65.0,Improved,54.25,312000.0,40.86230198,Central,2
2024-08,TOA PAYOH,EXECUTIVE,01 TO 03,145.0,Apartment,67.75,1030000.0,54.49273614,Central,2
2024-06,BUKIT MERAH,3 ROOM,07 TO 09,59.0,Improved,51.0,328000.0,40.54990314,Central,8
2019-01,QUEENSTOWN,4 ROOM,07 TO 09,93.0,Model A,95.08,752000.0,34.98320134,Central,8
2019-02,QUEENSTOWN,5 ROOM,37 TO 39,113.0,Improved,93.17,968000.0,46.04432299,Central,38
2019-11,QUEENSTOWN,3 ROOM,10 TO 12,72.0,Improved,49.75,318000.0,51.16986477,Central,11
2019-09,TOA PAYOH,3 ROOM,01 TO 03,67.0,Improved,48.75,208000.0,40.88231815,Central,2
2019-03,TOA PAYOH,4 ROOM,28 TO 30,101.0,Model A,79.33,779000.0,54.18201912,Central,29
2022-03,TOA PAYOH,EXECUTIVE,07 TO 09,146.0,Maisonette,63.42,1078666.0,45.44336768,Central,8
2020-10,QUEENSTOWN,4 ROOM,22 TO 24,87.0,Premium Apartment,94.83,850000.0,46.6708025,Central,23
2017-02,QUEENSTOWN,EXECUTIVE,16 TO 18,150.0,Apartment,77.67,930000.0,54.7951269,Central,17
2023-07,BUKIT MERAH,5 ROOM,40 TO 42,113.0,Improved,88.67,1320000.0,48.04432299,Central,41
2019-11,CENTRAL AREA,3 ROOM,04 TO 06,70.0,Improved,56.25,470000.0,50.16469273,Central,5
2021-01,TOA PAYOH,3 ROOM,04 TO 06,65.0,Improved,46.42,290000.0,49.75839302,Central,5
2018-08,TOA PAYOH,4 ROOM,31 TO 33,91.0,Model A,89.67,780000.0,53.78505553,Central,32
2017-09,TOA PAYOH,4 ROOM,07 TO 09,104.0,Model A,76.58,570000.0,43.28626407,Central,8
2022-06,KALLANG/WHAMPOA,5 ROOM,04 TO 06,109.0,DBSS,87.67,933888.0,54.79647273,Central,5
2024-03,TOA PAYOH,3 ROOM,34 TO 36,68.0,Model A,93.5,775000.0,45.66422134,Central,35
2024-10,BISHAN,4 ROOM,04 TO 06,113.0,Model A,64.17,980000.0,57.68806371,Central,5
2018-04,BISHAN,4 ROOM,07 TO 09,105.0,Model A,66.83,650000.0,43.20720733,Central,8
2018-11,QUEENSTOWN,3 ROOM,01 TO 03,58.0,Standard,47.17,268000.0,32.36176541,Central,2
2020-07,QUEENSTOWN,5 ROOM,22 TO 24,110.0,Improved,87.17,850000.0,59.80648082,Central,23
2021-11,KALLANG/WHAMPOA,3 ROOM,01 TO 03,68.0,New Generation,56.67,340000.0,49.08530001,Central,2
2022-02,QUEENSTOWN,5 ROOM,10 TO 12,134.0,Model A,73.58,990000.0,48.93732309,Central,11
2021-08,BUKIT MERAH,3 ROOM,04 TO 06,54.0,Standard,47.5,258000.0,40.18813584,Central,5
2024-01,TOA PAYOH,4 ROOM,10 TO 12,91.0,DBSS,87.42,940000.0,42.82958794,Central,11
2018-06,BUKIT MERAH,5 ROOM,01 TO 03,117.0,Improved,62.5,575000.0,43.78747261,Central,2
2017-03,KALLANG/WHAMPOA,3 ROOM,07 TO 09,59.0,Improved,56.0,295000.0,49.52021486,Central,8
2020-12,QUEENSTOWN,5 ROOM,28 TO 30,104.0,Premium Apartment,94.75,1010000.0,43.59799093,Central,29
2022-08,QUEENSTOWN,3 ROOM,04 TO 06,68.0,Model A,94.83,615000.0,41.66422134,Central,5
2019-07,KALLANG/WHAMPOA,4 ROOM,07 TO 09,94.0,New Generation,60.58,458000.0,44.53304119,Central,8
2021-12,QUEENSTOWN,3 ROOM,10 TO 12,67.0,Standard,46.17,320000.0,32.88231815,Central,11
2019-10,TOA PAYOH,4 ROOM,01 TO 03,104.0,Model A,63.75,528000.0,49.12297856,Central,2
2018-10,KALLANG/WHAMPOA,4 ROOM,04 TO 06,90.0,Model A,84.67,610000.0,50.65629435,Central,5
2017-11,KALLANG/WHAMPOA,5 ROOM,10 TO 12,110.0,Improved,87.92,795000.0,52.77679255,Central,11
2020-08,KALLANG/WHAMPOA,3 ROOM,10 TO 12,60.0,Standard,47.42,279000.0,40.50053468,Central,11
2017-09,BUKIT MERAH,3 ROOM,01 TO 03,68.0,Standard,52.33,422000.0,54.96654692,Central,2
2021-05,BISHAN,5 ROOM,07 TO 09,122.0,Improved,65.67,770000.0,44.14923991,Central,8
2021-02,KALLANG/WHAMPOA,4 ROOM,13 TO 15,104.0,Model A,65.42,570000.0,50.16751097,Central,14
2018-09,BUKIT MERAH,3 ROOM,04 TO 06,88.0,Standard,53.33,565000.0,46.08704512,Central,5
2021-07,BISHAN,5 ROOM,07 TO 09,121.0,Improved,64.42,715000.0,44.07985527,Central,8
2017-11,BISHAN,4 ROOM,07 TO 09,84.0,Simplified,69.0,460000.0,42.07670105,Central,8
2022-02,BUKIT MERAH,4 ROOM,01 TO 03,104.0,Model A,61.67,540000.0,40.12297856,Central,2
2022-04,KALLANG/WHAMPOA,4 ROOM,13 TO 15,93.0,Premium Apartment,94.67,888000.0,55.01288961,Central,14
2024-10,BUKIT MERAH,4 ROOM,07 TO 09,93.0,Model A,87.42,950000.0,42.95351307,Central,8
2023-11,BUKIT MERAH,3 ROOM,04 TO 06,72.0,Improved,50.5,388000.0,38.24408545,Central,5
2022-02,BUKIT MERAH,3 ROOM,25 TO 27,69.0,Model A,90.33,670000.0,47.64454115,Central,26
2018-01,KALLANG/WHAMPOA,5 ROOM,01 TO 03,107.0,DBSS,92.0,785000.0,54.68739174,Central,2
2020-10,BUKIT MERAH,4 ROOM,10 TO 12,91.0,New Generation,56.33,465000.0,42.32488729,Central,11
2022-10,BISHAN,4 ROOM,04 TO 06,105.0,Model A,62.42,738000.0,45.20720733,Central,5
2024-04,QUEENSTOWN,3 ROOM,31 TO 33,63.0,Model A,89.92,740000.0,33.34698645,Central,32
2017-12,BISHAN,EXECUTIVE,01 TO 03,155.0,Maisonette,66.92,807000.0,54.91938801,Central,2
2017-06,CENTRAL AREA,5 ROOM,37 TO 39,107.0,Type S2,92.58,1080000.0,52.68739174,Central,38
2024-05,TOA PAYOH,4 ROOM,07 TO 09,91.0,Model A,80.67,880000.0,53.74052312,Central,8
2023-09,BUKIT MERAH,3 ROOM,07 TO 09,59.0,Standard,46.42,340000.0,49.47568245,Central,8
2019-02,BUKIT MERAH,5 ROOM,16 TO 18,136.0,Model A,76.75,933000.0,52.04640409,Central,17
2024-10,QUEENSTOWN,4 ROOM,10 TO 12,106.0,Model A,73.17,1028000.0,47.43987747,Central,11
2019-04,BUKIT MERAH,5 ROOM,22 TO 24,121.0,Improved,81.58,868000.0,53.30251732,Central,23
2020-08,QUEENSTOWN,3 ROOM,16 TO 18,65.0,Premium Apartment,94.67,640000.0,33.47091158,Central,17
2018-06,BUKIT MERAH,5 ROOM,25 TO 27,115.0,Improved,86.5,883000.0,56.03465089,Central,26
2022-06,TOA PAYOH,3 ROOM,07 TO 09,74.0,Model A,61.5,480000.0,50.48676367,Central,8
2021-04,TOA PAYOH,4 ROOM,34 TO 36,76.0,Model A,87.08,745000.0,47.96694808,Central,35
2024-12,TOA PAYOH,3 ROOM,01 TO 03,67.0,Improved,46.67,455000.0,54.92685056,Central,2
2019-04,TOA PAYOH,5 ROOM,22 TO 24,122.0,Improved,77.08,840000.0,50.29768127,Central,23
2021-08,BUKIT MERAH,5 ROOM,28 TO 30,115.0,Improved,78.58,888000.0,54.97527435,Central,29
2022-01,TOA PAYOH,4 ROOM,25 TO 27,91.0,Model A,86.33,840000.0,53.78505553,Central,26
2023-07,BUKIT MERAH,5 ROOM,10 TO 12,137.0,Model A,71.25,1260000.0,51.08610044,Central,11
2023-09,BUKIT MERAH,3 ROOM,28 TO 30,68.0,Model A,94.25,700000.0,41.66422134,Central,29
2022-09,BUKIT MERAH,4 ROOM,13 TO 15,85.0,Model A,79.42,735000.0,48.36874773,Central,14
2023-09,QUEENSTOWN,3 ROOM,10 TO 12,65.0,Improved,51.83,398000.0,40.87714612,Central,11
2021-09,QUEENSTOWN,2 ROOM,16 TO 18,47.0,Model A,92.5,408000.0,32.47433851,Central,17
2017-10,TOA PAYOH,4 ROOM,28 TO 30,91.0,DBSS,93.58,760000.0,42.82958794,Central,29
2018-10,KALLANG/WHAMPOA,4 ROOM,07 TO 09,82.0,Improved,56.67,378000.0,45.80433455,Central,8
2021-06,TOA PAYOH,5 ROOM,22 TO 24,114.0,Standard,54.33,520000.0,43.54963043,Central,23
2022-06,BUKIT MERAH,3 ROOM,07 TO 09,58.0,Standard,46.17,358000.0,54.39145369,Central,8
2024-06,KALLANG/WHAMPOA,5 ROOM,10 TO 12,117.0,Standard,51.17,752000.0,51.71325192,Central,11
2021-05,BUKIT MERAH,3 ROOM,01 TO 03,69.0,Model A,91.08,520000.0,47.64454115,Central,2
2017-08,TOA PAYOH,EXECUTIVE,07 TO 09,145.0,Apartment,74.67,930000.0,54.49273614,Central,8
2020-01,TOA PAYOH,EXECUTIVE,01 TO 03,155.0,Maisonette,67.58,630000.0,45.96392042,Central,2
2021-06,BUKIT MERAH,5 ROOM,25 TO 27,113.0,Improved,90.75,1010000.0,44.04432299,Central,26
2019-10,BUKIT MERAH,3 ROOM,04 TO 06,64.0,Standard,48.75,303000.0,46.71869666,Central,5
2019-06,TOA PAYOH,4 ROOM,04 TO 06,102.0,Model A,77.25,550000.0,46.20687135,Central,5
2018-10,BUKIT MERAH,3 ROOM,13 TO 15,60.0,Standard,47.67,295000.0,40.4708464,Central,14
2023-05,BUKIT MERAH,3 ROOM,22 TO 24,68.0,Model A,94.58,720000.0,41.66422134,Central,23
2024-03,KALLANG/WHAMPOA,3 ROOM,07 TO 09,68.0,New Generation,53.92,430000.0,50.08530001,Central,8
2023-10,BISHAN,4 ROOM,07 TO 09,105.0,Model A,65.33,840000.0,47.26658388,Central,8
2019-04,TOA PAYOH,4 ROOM,07 TO 09,82.0,Improved,56.08,325000.0,41.80433455,Central,8
2018-09,BISHAN,5 ROOM,19 TO 21,120.0,Improved,66.75,750000.0,53.02531478,Central,20
2019-08,BUKIT MERAH,3 ROOM,04 TO 06,73.0,New Generation,56.08,320000.0,45.31347009,Central,5
2024-07,QUEENSTOWN,4 ROOM,31 TO 33,93.0,Model A,93.0,1080000.0,43.02773375,Central,32
2017-08,BUKIT MERAH,3 ROOM,10 TO 12,60.0,Model A,90.42,423000.0,47.09430014,Central,11
2022-02,KALLANG/WHAMPOA,3 ROOM,04 TO 06,70.0,Improved,53.33,360000.0,45.1498486,Central,5
2017-03,BUKIT TIMAH,4 ROOM,07 TO 09,104.0,Model A,70.33,720000.0,49.18235511,Central,8
2017-09,TOA PAYOH,4 ROOM,16 TO 18,90.0,Model A,84.0,628000.0,42.62660607,Central,17
2024-01,BUKIT MERAH,4 ROOM,04 TO 06,93.0,Model A,94.08,800000.0,43.02773375,Central,5
2018-05,QUEENSTOWN,5 ROOM,16 TO 18,114.0,Standard,55.67,825000.0,47.5347863,Central,17
2022-04,BUKIT MERAH,3 ROOM,13 TO 15,70.0,Improved,52.17,380000.0,38.13500446,Central,14
2022-09,BUKIT MERAH,3 ROOM,04 TO 06,76.0,Improved,49.92,440000.0,47.43255917,Central,5
2017-01,BISHAN,4 ROOM,04 TO 06,83.0,Simplified,69.08,513000.0,42.02216055,Central,5
2024-10,KALLANG/WHAMPOA,3 ROOM,10 TO 12,63.0,Simplified,60.42,500000.0,56.91650649,Central,11
2021-04,BUKIT MERAH,4 ROOM,16 TO 18,87.0,Model A,93.83,850000.0,56.6708025,Central,17
2023-08,BUKIT MERAH,4 ROOM,04 TO 06,85.0,Model A,84.42,840000.0,48.45781255,Central,5
2019-11,BISHAN,3 ROOM,01 TO 03,64.0,Simplified,65.67,375000.0,42.97104698,Central,2
2022-03,TOA PAYOH,5 ROOM,31 TO 33,114.0,DBSS,89.17,1180000.0,44.08401935,Central,32
2021-08,BISHAN,5 ROOM,04 TO 06,121.0,Improved,66.08,760000.0,44.10954355,Central,5
2021-02,QUEENSTOWN,4 ROOM,22 TO 24,92.0,Model A,90.67,875000.0,46.88412843,Central,23
2019-02,BUKIT MERAH,3 ROOM,10 TO 12,65.0,Improved,55.08,268000.0,37.86230198,Central,11
2023-04,QUEENSTOWN,3 ROOM,07 TO 09,60.0,Improved,46.25,300000.0,32.51537881,Central,8
2022-03,QUEENSTOWN,4 ROOM,40 TO 42,95.0,Model A,89.0,831000.0,43.04774992,Central,41
2023-08,BUKIT MERAH,4 ROOM,19 TO 21,100.0,Model A,76.5,956000.0,47.1571669,Central,20
2023-05,QUEENSTOWN,3 ROOM,04 TO 06,68.0,Model A,94.17,540000.0,41.66422134,Central,5
2023-06,BUKIT MERAH,2 ROOM,10 TO 12,45.0,Improved,51.67,298000.0,48.78633619,Central,11
2020-03,KALLANG/WHAMPOA,3 ROOM,04 TO 06,60.0,Improved,57.58,316000.0,49.63413191,Central,5
2020-07,QUEENSTOWN,4 ROOM,10 TO 12,83.0,Premium Apartment,94.75,782000.0,34.45264051,Central,11
2021-02,BISHAN,5 ROOM,04 TO 06,121.0,Improved,66.5,642000.0,44.10954355,Central,5
2021-12,BUKIT MERAH,3 ROOM,07 TO 09,63.0,Improved,50.17,340000.0,40.72353271,Central,8
2024-07,BISHAN,4 ROOM,04 TO 06,88.0,Improved,49.08,435000.0,44.10188926,Central,5
2024-12,CENTRAL AREA,3 ROOM,13 TO 15,59.0,Improved,51.25,520000.0,49.56474727,Central,14
2022-12,TOA PAYOH,4 ROOM,31 TO 33,93.0,Model A,94.75,1018000.0,47.02773375,Central,32
2022-02,QUEENSTOWN,3 ROOM,10 TO 12,73.0,Improved,51.92,435000.0,45.29862595,Central,11
2022-09,BISHAN,4 ROOM,04 TO 06,84.0,Simplified,63.42,680000.0,51.07670105,Central,5
2017-10,BISHAN,4 ROOM,07 TO 09,116.0,Model A,73.83,685000.0,40.89621761,Central,8
2017-07,BUKIT MERAH,4 ROOM,01 TO 03,90.0,Model A,82.58,645000.0,48.61176194,Central,2
2020-07,BISHAN,3 ROOM,01 TO 03,64.0,Simplified,65.08,330000.0,49.97104698,Central,2
2019-10,TOA PAYOH,3 ROOM,01 TO 03,67.0,Improved,50.25,235000.0,43.91200643,Central,2
2019-04,TOA PAYOH,3 ROOM,07 TO 09,62.0,Standard,52.75,232000.0,42.66899222,Central,8
2021-02,TOA PAYOH,4 ROOM,04 TO 06,101.0,Model A,77.42,618000.0,54.18201912,Central,5
2024-09,BUKIT MERAH,5 ROOM,10 TO 12,115.0,Improved,75.5,1065000.0,49.97527435,Central,11
2019-12,QUEENSTOWN,5 ROOM,01 TO 03,117.0,Standard,54.08,642000.0,47.69840779,Central,2
2020-09,BUKIT TIMAH,4 ROOM,01 TO 03,104.0,Model A,66.83,620000.0,57.18235511,Central,2
2018-11,BUKIT MERAH,5 ROOM,13 TO 15,117.0,Standard,55.67,665000.0,40.69840779,Central,14
2020-09,QUEENSTOWN,4 ROOM,31 TO 33,88.0,Model A,93.5,798888.0,34.71049886,Central,32
2023-04,BUKIT MERAH,4 ROOM,22 TO 24,100.0,Model A,76.92,820000.0,59.1571669,Central,23
2022-03,BUKIT MERAH,4 ROOM,04 TO 06,100.0,Model A,78.75,735000.0,52.1571669,Central,5
2021-07,CENTRAL AREA,3 ROOM,07 TO 09,60.0,Improved,61.75,418000.0,32.72319673,Central,8
2020-09,QUEENSTOWN,3 ROOM,19 TO 21,65.0,Improved,53.42,465000.0,44.86230198,Central,20
2017-03,BUKIT MERAH,4 ROOM,07 TO 09,92.0,New Generation,60.33,548888.0,46.37942779,Central,8
2022-10,QUEENSTOWN,3 ROOM,04 TO 06,60.0,Standard,45.42,323888.0,32.50053468,Central,5
2017-01,BUKIT MERAH,3 ROOM,01 TO 03,88.0,Standard,55.0,637000.0,48.08704512,Central,2
2019-07,BUKIT MERAH,3 ROOM,07 TO 09,72.0,New Generation,60.33,420000.0,50.31830614,Central,8
2024-03,CENTRAL AREA,3 ROOM,07 TO 09,56.0,Standard,48.83,390000.0,54.35659338,Central,8
2019-12,BISHAN,4 ROOM,13 TO 15,103.0,Model A,71.67,588000.0,40.18719116,Central,14
2021-02,BISHAN,EXECUTIVE,07 TO 09,151.0,Apartment,65.25,920000.0,51.7309143,Central,8
2023-03,QUEENSTOWN,5 ROOM,07 TO 09,99.0,Premium Apartment,92.08,978000.0,35.32528845,Central,8
2017-05,KALLANG/WHAMPOA,3 ROOM,07 TO 09,56.0,Standard,52.67,230000.0,40.31206097,Central,8
2018-04,BUKIT MERAH,5 ROOM,13 TO 15,117.0,Standard,56.33,638000.0,40.69840779,Central,14
2024-03,KALLANG/WHAMPOA,5 ROOM,19 TO 21,117.0,Standard,49.42,665000.0,47.68356365,Central,20
2018-07,TOA PAYOH,4 ROOM,13 TO 15,91.0,DBSS,92.92,750000.0,42.82958794,Central,14
2023-12,BUKIT MERAH,5 ROOM,13 TO 15,115.0,Improved,80.83,1250000.0,44.03465089,Central,14
2023-01,BUKIT MERAH,3 ROOM,10 TO 12,67.0,New Generation,55.08,372888.0,38.03075952,Central,11
2017-11,QUEENSTOWN,4 ROOM,13 TO 15,98.0,Model A,92.75,770000.0,43.19652727,Central,14
2024-11,TOA PAYOH,5 ROOM,04 TO 06,114.0,Improved,94.83,1195000.0,53.20277244,Central,5
2024-06,BUKIT MERAH,4 ROOM,31 TO 33,93.0,Model A,94.0,1000000.0,35.04257788,Central,32
2021-04,KALLANG/WHAMPOA,4 ROOM,01 TO 03,101.0,Model A,76.58,560000.0,43.16717499,Central,2
2020-12,KALLANG/WHAMPOA,4 ROOM,16 TO 18,100.0,Model A,77.08,670000.0,47.11263449,Central,17
2018-06,KALLANG/WHAMPOA,EXECUTIVE,01 TO 03,149.0,Maisonette,65.25,720000.0,45.5773009,Central,2
2022-05,KALLANG/WHAMPOA,4 ROOM,19 TO 21,89.0,Model A,89.08,788000.0,42.72050694,Central,20
2017-05,TOA PAYOH,3 ROOM,07 TO 09,74.0,Model A,66.5,425000.0,50.48676367,Central,8
2021-11,CENTRAL AREA,5 ROOM,10 TO 12,106.0,Improved,79.75,688000.0,53.49925402,Central,11
2023-12,TOA PAYOH,3 ROOM,04 TO 06,67.0,New Generation,59.92,388000.0,44.1049802,Central,5
2021-04,BUKIT MERAH,4 ROOM,10 TO 12,92.0,New Generation,56.33,520000.0,46.37942779,Central,11
2023-01,BUKIT MERAH,3 ROOM,01 TO 03,75.0,Standard,49.08,718000.0,41.37801867,Central,2
2019-06,BISHAN,5 ROOM,10 TO 12,121.0,Improved,67.17,748000.0,50.09469941,Central,11
2023-02,TOA PAYOH,3 ROOM,10 TO 12,67.0,Improved,47.08,340000.0,43.91200643,Central,11
2023-07,TOA PAYOH,3 ROOM,07 TO 09,66.0,Improved,46.08,326000.0,44.84262179,Central,8
2018-03,BUKIT MERAH,4 ROOM,10 TO 12,82.0,Improved,56.25,437000.0,38.78949042,Central,11
2021-05,BISHAN,4 ROOM,07 TO 09,83.0,Simplified,65.08,585000.0,42.02216055,Central,8
2024-05,QUEENSTOWN,3 ROOM,13 TO 15,65.0,Improved,51.25,387888.0,42.87714612,Central,14
2021-11,KALLANG/WHAMPOA,3 ROOM,07 TO 09,59.0,Improved,53.58,305000.0,44.54990314,Central,8
2019-11,QUEENSTOWN,3 ROOM,13 TO 15,65.0,Improved,53.5,355000.0,44.84745784,Central,14
2020-11,BISHAN,4 ROOM,07 TO 09,84.0,Simplified,65.83,450000.0,42.07670105,Central,8
2023-01,KALLANG/WHAMPOA,3 ROOM,07 TO 09,67.0,Model A,88.42,560000.0,45.52061602,Central,8
2017-06,BUKIT TIMAH,5 ROOM,10 TO 12,122.0,Improved,70.25,813000.0,48.16408404,Central,11
2020-12,BUKIT MERAH,5 ROOM,04 TO 06,121.0,Standard,57.92,745000.0,43.97594632,Central,5
2019-07,CENTRAL AREA,4 ROOM,07 TO 09,77.0,Improved,54.0,483000.0,47.5019438,Central,8
2024-05,KALLANG/WHAMPOA,4 ROOM,07 TO 09,87.0,Improved,49.5,495000.0,42.04734876,Central,8
2019-08,KALLANG/WHAMPOA,3 ROOM,10 TO 12,69.0,DBSS,90.42,620000.0,52.61485288,Central,11
